instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
8960514,35002,BANKNIFTY23JUNFUT,BANKNIFTY,0.0,2023-06-29,0.0,0.05,25,FUT,NFO-FUT,NFO
14421506,56334,BANKNIFTY23JUN31500CE,BANKNIFTY,0.0,2023-06-29,31500.0,0.05,25,CE,NFO-OPT,NFO
14421762,56335,BANKNIFTY23JUN31500PE,BANKNIFTY,0.0,2023-06-29,31500.0,0.05,25,PE,NFO-OPT,NFO
14422018,56336,BANKNIFTY23JUN33000CE,BANKNIFTY,0.0,2023-06-29,33000.0,0.05,25,CE,NFO-OPT,NFO
14422274,56337,BANKNIFTY23JUN33000PE,BANKNIFTY,0.0,2023-06-29,33000.0,0.05,25,PE,NFO-OPT,NFO
13189634,51522,BANKNIFTY23JUN34000CE,BANKNIFTY,0.0,2023-06-29,34000.0,0.05,25,CE,NFO-OPT,NFO
13189890,51523,BANKNIFTY23JUN34000PE,BANKNIFTY,0.0,2023-06-29,34000.0,0.05,25,PE,NFO-OPT,NFO
14422530,56338,BANKNIFTY23JUN34500CE,BANKNIFTY,0.0,2023-06-29,34500.0,0.05,25,CE,NFO-OPT,NFO
14422786,56339,BANKNIFTY23JUN34500PE,BANKNIFTY,0.0,2023-06-29,34500.0,0.05,25,PE,NFO-OPT,NFO
13190658,51526,BANKNIFTY23JUN35000CE,BANKNIFTY,0.0,2023-06-29,35000.0,0.05,25,CE,NFO-OPT,NFO
13190914,51527,BANKNIFTY23JUN35000PE,BANKNIFTY,0.0,2023-06-29,35000.0,0.05,25,PE,NFO-OPT,NFO
13193218,51536,BANKNIFTY23JUN35500CE,BANKNIFTY,0.0,2023-06-29,35500.0,0.05,25,CE,NFO-OPT,NFO
13193474,51537,BANKNIFTY23JUN35500PE,BANKNIFTY,0.0,2023-06-29,35500.0,0.05,25,PE,NFO-OPT,NFO
14423042,56340,BANKNIFTY23JUN36000CE,BANKNIFTY,0.0,2023-06-29,36000.0,0.05,25,CE,NFO-OPT,NFO
14423298,56341,BANKNIFTY23JUN36000PE,BANKNIFTY,0.0,2023-06-29,36000.0,0.05,25,PE,NFO-OPT,NFO
13198338,51556,BANKNIFTY23JUN36500CE,BANKNIFTY,0.0,2023-06-29,36500.0,0.05,25,CE,NFO-OPT,NFO
13198594,51557,BANKNIFTY23JUN36500PE,BANKNIFTY,0.0,2023-06-29,36500.0,0.05,25,PE,NFO-OPT,NFO
