instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
9263362,36185,BANKNIFTY23MAYFUT,BANKNIFTY,0.0,2023-05-25,0.0,0.05,25,FUT,NFO-FUT,NFO
12358402,48275,BANKNIFTY2350433500CE,BANKNIFTY,0.0,2023-05-04,33500.0,0.05,25,CE,NFO-OPT,NFO
12358914,48277,BANKNIFTY2350433500PE,BANKNIFTY,0.0,2023-05-04,33500.0,0.05,25,PE,NFO-OPT,NFO
12360962,48285,BANKNIFTY2350434000CE,BANKNIFTY,0.0,2023-05-04,34000.0,0.05,25,CE,NFO-OPT,NFO
12361218,48286,BANKNIFTY2350434000PE,BANKNIFTY,0.0,2023-05-04,34000.0,0.05,25,PE,NFO-OPT,NFO
12363522,48295,BANKNIFTY2350434500CE,BANKNIFTY,0.0,2023-05-04,34500.0,0.05,25,CE,NFO-OPT,NFO
12363778,48296,BANKNIFTY2350434500PE,BANKNIFTY,0.0,2023-05-04,34500.0,0.05,25,PE,NFO-OPT,NFO
12366338,48306,BANKNIFTY2350435000CE,BANKNIFTY,0.0,2023-05-04,35000.0,0.05,25,CE,NFO-OPT,NFO
12366850,48308,BANKNIFTY2350435000PE,BANKNIFTY,0.0,2023-05-04,35000.0,0.05,25,PE,NFO-OPT,NFO
12379394,48357,BANKNIFTY2350435500CE,BANKNIFTY,0.0,2023-05-04,35500.0,0.05,25,CE,NFO-OPT,NFO
12379650,48358,BANKNIFTY2350435500PE,BANKNIFTY,0.0,2023-05-04,35500.0,0.05,25,PE,NFO-OPT,NFO
12391938,48406,BANKNIFTY2350436000CE,BANKNIFTY,0.0,2023-05-04,36000.0,0.05,25,CE,NFO-OPT,NFO
12392706,48409,BANKNIFTY2350436000PE,BANKNIFTY,0.0,2023-05-04,36000.0,0.05,25,PE,NFO-OPT,NFO
